z bin            N             Comoving vol Gpc^3 (assuming h=0.7)
----------------------------------------------
0.75             2		2.25E-3
1.25		14		3.63E-3
1.75		28              4.33E-3
2.25		38              4.59E-3
2.75		56		4.59E-3
3.25		36		4.50E-3
3.75		15		4.26E-3
4.25		11		4.08E-3
4.75		 7		3.87E-3
5.25		 2		3.66E-3
