# z=0.84 Sobral+13 Ha-based
1 0.84 3.98107 0.011749 0.000840279 0.000784194 1
1 0.84 5.62341 0.00954993 0.000683004 0.000637416 1
1 0.84 7.94328 0.00660693 0.000637425 0.000581339 1
1 0.84 11.2202 0.00371535 0.000550443 0.000479416 1
1 0.84 15.8489 0.00186209 0.000892142 0.000603162 1
1 0.84 22.3872 0.000977237 0.000468203 0.000316544 1
1 0.84 31.6228 0.000537032 0.000333932 0.000205901 1
1 0.84 44.6684 0.000162181 0.000413259 0.000116472 1
1 0.84 63.0957 7.4131e-05 0.0023247 7.18402e-05 1
# z=0.9 Magnelli+13 IR-based
2 0.9 30.903 0.000812831 0.000164407 0.000136748 1
2 0.9 97.7237 0.00057544 5.55174e-05 5.06325e-05 1
2 0.9 309.03 5.88844e-05 7.18498e-06 6.40362e-06 1
2 0.9 977.237 1.8197e-06 1.41624e-06 7.96408e-07 1
# z=0.85 Gruppioni+13 IR-based
2 0.85 17.378 0.00281838 0.00107207 0.000776645 1
2 0.85 27.5423 0.0025704 0.000665541 0.000528658 1
2 0.85 43.6516 0.000891251 0.000457712 0.000302407 1
2 0.85 69.1831 0.000724436 0.000230557 0.000174895 1
2 0.85 109.648 0.000371535 0.000304548 0.000167361 1
2 0.85 173.78 0.000131826 7.23481e-05 4.67119e-05 1
2 0.85 436.516 1.47911e-05 1.54084e-05 7.54672e-06 1
# z=0.84 Ly+11 Ha-based
1 0.84 0.630957 0.0060256 0.0046896 0.00263715 1
1 0.84 0.995405 0.0245471 0.00635587 0.00504864 1
1 0.84 1.58489 0.0154882 0.00229463 0.00199854 1
1 0.84 2.51189 0.0109648 0.00133791 0.00119241 1
1 0.84 3.98107 0.00933254 0.000900387 0.000821163 1
1 0.84 6.30957 0.00660693 0.000806168 0.000718498 1
1 0.84 10 0.00436516 0.00053263 0.000474707 1
1 0.84 15.8489 0.00346737 0.000513703 0.000447417 1
1 0.84 25.1189 0.00194984 0.000394384 0.000328035 1
1 0.84 39.8107 0.00123027 0.000318548 0.000253032 1
1 0.84 63.0957 0.000812831 0.000258689 0.000196236 1
1 0.84 100 0.000338844 0.000185963 0.000120068 1
1 0.84 154.882 0.000245471 0.000152636 9.41148e-05 1
