# z=4 UV-based Smit+12
0 4 0.219 0.05920 0.02855 0.02855 1
0 4 0.363 0.06703 0.00838 0.00838 1
0 4 0.617 0.02537 0.00326 0.00326 1
0 4 1.05 0.02534 0.00268 0.00268 1
0 4 1.78 0.01430 0.00144 0.00144 1
0 4 3.02 0.01153 0.00117 0.00117 1
0 4 5.25 0.00601 0.00025 0.00025 1
0 4 8.91 0.00354 0.00017 0.00017 1
0 4 15.5 0.00221 0.00012 0.00012 1
0 4 27.5 0.00139 0.00008 0.00008 1
0 4 47.9 0.00052 0.00006 0.00006 1
0 4 83.2 0.00023 0.00004 0.00004 1
# z=3.8 UV-based Parsa+15
0 3.8 0.138038 0.0269153 0.00192497 0.00179648 1
0 3.8 0.218776 0.020893 0.00201572 0.00183835 1
0 3.8 0.338844 0.0323594 0.00231432 0.00215985 1
0 3.8 0.549541 0.0147911 0.00180479 0.00160852 1
0 3.8 0.954993 0.0109648 0.00162447 0.00141486 1
0 3.8 1.69824 0.00794328 0.00138926 0.00118245 1
0 3.8 2.95121 0.0042658 0.00110452 0.000877354 1
0 3.8 5.24807 0.00380189 0.00344247 0.00180663 1
0 3.8 9.12011 0.00338844 0.000242339 0.000226164 1
0 3.8 15.8489 0.00218776 0.000211071 0.000192499 1
0 3.8 28.1838 0.000954993 2.22446e-05 2.17383e-05 1
0 3.8 48.9779 0.00030903 2.21016e-05 2.06264e-05 1
0 3.8 85.1138 8.51138e-05 1.03855e-05 9.25605e-06 1
0 3.8 151.356 1.99526e-05 4.59447e-06 3.73452e-06 1
0 3.8 263.027 1.99526e-06 3.37506e-06 1.25395e-06 1
