# StellarMass HIMass H2Mass SFR StellarSurfaceDensity MolecularSurfaceDensity MolecularMetallicity
# Msun Msun Msun Msun/yr Msun/kpc^2 Msun/kpc^2 Zsun (h=0.6774, Zsun=0.0134, HI/H2=GD14)
2.2814e+09 7.6529e+08 7.4340e+08 1.1800e+00 5.1507e+07 3.7717e+07 9.9225e-01
3.3476e+09 6.6000e+08 1.0660e+09 1.2119e+00 5.8095e+07 2.2626e+07 1.2172e+00
1.0428e+09 1.8419e+09 6.7560e+08 1.2414e+00 4.2753e+07 1.0602e+07 5.9139e-01
3.5601e+09 2.1866e+09 1.2764e+09 1.3413e+00 5.2505e+07 1.0920e+07 1.0417e+00
2.6174e+09 1.3092e+09 1.2616e+09 1.6870e+00 1.2634e+08 4.0941e+07 8.5993e-01
2.0733e+09 1.1164e+09 1.1811e+09 2.0649e+00 1.0054e+08 5.7625e+07 7.5964e-01
1.7865e+09 1.8862e+09 7.5183e+08 1.0230e+00 1.8105e+07 3.8449e+06 6.1356e-01
2.3857e+09 8.2034e+08 1.0333e+09 1.4598e+00 8.2903e+07 6.4240e+07 9.3599e-01
1.0573e+09 6.8307e+08 3.2146e+08 3.6554e-01 3.3015e+07 8.2858e+06 8.4814e-01
1.7655e+09 1.4514e+09 8.4858e+08 1.4509e+00 7.2933e+07 2.4217e+07 6.8027e-01
1.2218e+09 1.1255e+09 4.7846e+08 4.4301e-01 1.0628e+07 3.1232e+06 5.7499e-01
3.9635e+09 5.2997e+08 9.7688e+08 1.0960e+00 5.9370e+07 1.9293e+07 1.2631e+00
1.9420e+09 1.0378e+09 6.4582e+08 8.2289e-01 7.0738e+07 2.4329e+07 9.2202e-01
5.1285e+09 8.2225e+08 8.6250e+08 1.1102e+00 1.6644e+08 1.9160e+07 1.1537e+00
1.0672e+09 1.0485e+09 4.6165e+08 5.5063e-01 3.0805e+07 1.5232e+07 7.3662e-01
3.2910e+09 4.0629e+08 8.2005e+08 1.0734e+00 1.6593e+08 1.0025e+08 1.2383e+00
2.0485e+09 2.7729e+08 5.4007e+08 7.4323e-01 1.4060e+08 7.9859e+07 1.3513e+00
4.8945e+09 1.7079e+08 6.9752e+08 1.2458e+00 5.1073e+08 1.1655e+08 1.4708e+00
1.9057e+09 1.1753e+09 7.6909e+08 9.7227e-01 2.4807e+07 4.3643e+06 7.7177e-01
2.3653e+09 4.1620e+08 7.6097e+08 1.1486e+00 2.8634e+08 6.2728e+07 8.5875e-01
4.7284e+09 1.0140e+09 1.3400e+09 1.4289e+00 1.0746e+08 2.7875e+07 1.3340e+00
1.6071e+09 3.3524e+09 7.0574e+08 4.7992e-01 2.2744e+07 5.4964e+05 4.2994e-01
1.1814e+09 1.3076e+09 3.5572e+08 4.1189e-01 2.3437e+07 1.4558e+06 6.5982e-01
7.1200e+09 5.3339e+08 9.0000e+08 1.1025e+00 1.7584e+08 3.7261e+06 1.3531e+00
1.3723e+09 7.8495e+08 4.0608e+08 5.3552e-01 2.5042e+07 4.4336e+06 6.6464e-01
6.9310e+09 6.0579e+08 8.4055e+08 1.0660e+00 9.0526e+07 3.7737e+06 1.4372e+00
1.2191e+09 3.9055e+08 3.2029e+08 3.9566e-01 3.1888e+07 3.1403e+07 1.3553e+00
2.4219e+09 1.1796e+09 9.2381e+08 1.2278e+00 8.3729e+07 1.9052e+07 9.8001e-01
1.4193e+09 5.1828e+08 3.4636e+08 4.3835e-01 6.7002e+07 4.1077e+07 8.0952e-01
1.0025e+09 1.6648e+09 4.3764e+08 7.3819e-01 4.8619e+07 8.6803e+06 4.8985e-01
3.0517e+09 7.1680e+08 1.2700e+09 1.6223e+00 7.5291e+07 3.2096e+07 9.7443e-01
2.8138e+09 4.9406e+08 7.4940e+08 9.2811e-01 1.7551e+08 3.8191e+07 1.1868e+00
2.3543e+09 1.1228e+09 1.0090e+09 1.3734e+00 1.5024e+08 7.7939e+07 9.4647e-01
2.9784e+09 9.7247e+08 1.0519e+09 1.5362e+00 2.0337e+08 3.2178e+07 1.0891e+00
1.2742e+09 6.7671e+08 8.4671e+08 1.3126e+00 3.3015e+06 1.9640e+07 6.6498e-01
2.6234e+09 3.6350e+08 9.0901e+08 2.1924e+00 1.6629e+08 2.0619e+08 1.0732e+00
4.7367e+09 2.6970e+08 9.0731e+08 1.4539e+00 5.4270e+08 1.2023e+08 1.5216e+00
1.7787e+09 4.2193e+08 4.2920e+08 5.9716e-01 2.0752e+08 3.1941e+07 9.2930e-01
3.7550e+09 7.4837e+08 1.2955e+09 1.6833e+00 9.3569e+07 1.8669e+07 1.0875e+00
1.4859e+09 2.2520e+09 1.0139e+09 1.5514e+00 3.9740e+07 4.8781e+07 5.5678e-01
1.4887e+09 9.9391e+08 6.4321e+08 9.7074e-01 5.1828e+07 2.7081e+07 7.7402e-01
1.6480e+09 3.5138e+09 1.3140e+09 2.0757e+00 4.8953e+07 3.5843e+07 5.6766e-01
1.3082e+09 8.1917e+08 3.8649e+08 4.7744e-01 1.6982e+07 3.4164e+07 8.6811e-01
1.9698e+09 2.4008e+09 1.0842e+09 1.4580e+00 5.2665e+07 1.8761e+07 6.6388e-01
3.9714e+09 6.9208e+08 7.0375e+08 9.3960e-01 2.1501e+08 1.5950e+07 1.0374e+00
1.2283e+09 1.6817e+09 4.6047e+08 6.5212e-01 6.8513e+06 9.4138e+06 4.3267e-01
2.2079e+09 1.5704e+09 9.6399e+08 1.0590e+00 2.7565e+07 9.5929e+06 8.2539e-01
1.4636e+09 1.5785e+09 6.5566e+08 9.6741e-01 2.2588e+07 7.8694e+06 5.5417e-01
6.5189e+09 5.4676e+08 9.3924e+08 1.4888e+00 1.6650e+08 3.8282e+07 1.4625e+00
4.5597e+09 7.3088e+08 1.3200e+09 1.7357e+00 9.2620e+07 2.5515e+07 1.0935e+00
2.1965e+09 3.3596e+09 1.0836e+09 1.1542e+00 1.4281e+07 3.4324e+06 6.3586e-01
1.9325e+09 1.0912e+09 5.3884e+08 6.6784e-01 9.8166e+07 3.5340e+07 7.5846e-01
1.7722e+09 1.3261e+09 6.2888e+08 7.7975e-01 6.5007e+07 4.8088e+06 5.9836e-01
3.1260e+09 7.9957e+08 9.6897e+08 1.1754e+00 6.8843e+07 8.1056e+06 9.0848e-01
2.9131e+09 9.2703e+08 8.1356e+08 1.4691e+00 5.6002e+07 1.5784e+07 8.6337e-01
1.8789e+09 1.8246e+09 8.0787e+08 1.0813e+00 3.0635e+07 8.2958e+06 6.3553e-01
3.1525e+09 3.2851e+09 1.1919e+09 1.1613e+00 5.1449e+07 9.5822e+06 6.9004e-01
3.6196e+09 4.7595e+08 7.8363e+08 9.0847e-01 1.0036e+08 1.2503e+07 1.1413e+00
5.7326e+09 4.1791e+08 1.0466e+09 1.2727e+00 2.6311e+08 4.0537e+07 1.4632e+00
3.2807e+09 1.5081e+08 4.0597e+08 5.7996e-01 5.8196e+08 9.7432e+07 1.8453e+00
2.8961e+09 8.2538e+08 8.8040e+08 1.0506e+00 6.7332e+07 4.8675e+06 8.3727e-01
2.6342e+09 5.4546e+08 6.3034e+08 8.7178e-01 1.3399e+08 2.8906e+07 9.9592e-01
3.0260e+09 6.3173e+08 7.0359e+08 9.2561e-01 1.2294e+08 3.4198e+07 1.0567e+00
2.2712e+09 2.1071e+08 4.3824e+08 5.8262e-01 2.3128e+08 5.6502e+07 1.3508e+00
3.2586e+09 7.7284e+08 7.3673e+08 1.0574e+00 9.8238e+07 6.1605e+07 1.0772e+00
3.2436e+09 5.6959e+08 8.6969e+08 8.8259e-01 8.5352e+07 1.0229e+07 1.0039e+00
3.2037e+09 4.0937e+08 4.3177e+08 5.5816e-01 9.9207e+07 5.0063e+06 1.2606e+00
3.5087e+09 9.9214e+08 1.4144e+09 2.1588e+00 2.3925e+08 6.9351e+07 9.4944e-01
1.3842e+09 2.1275e+09 5.6791e+08 6.2908e-01 7.2335e+07 2.9682e+07 6.6671e-01
2.2289e+09 7.0363e+08 5.6647e+08 6.9870e-01 8.4782e+07 2.5060e+07 9.4474e-01
1.1246e+09 1.3357e+09 6.6525e+08 1.0148e+00 3.5883e+07 2.3007e+07 6.3780e-01
2.4322e+09 2.7890e+08 5.8031e+08 7.7315e-01 1.3901e+08 8.0188e+07 1.5105e+00
2.4340e+09 4.9114e+08 3.9538e+08 4.6723e-01 5.8413e+07 2.3384e+07 1.4023e+00
1.4071e+09 5.0967e+08 4.4469e+08 5.3185e-01 3.6069e+07 5.2287e+06 8.1046e-01
2.5871e+09 1.3789e+09 1.2686e+09 2.2401e+00 9.3794e+07 5.0301e+07 8.4080e-01
4.2846e+09 6.5702e+08 1.2411e+09 1.8481e+00 4.4479e+08 1.0536e+08 1.3431e+00
2.5482e+09 4.0849e+08 6.7208e+08 1.1719e+00 1.0431e+08 9.7577e+07 1.4715e+00
3.4250e+09 7.6925e+08 9.4342e+08 1.2450e+00 1.0501e+08 1.9462e+07 1.0779e+00
2.3111e+09 2.7095e+08 4.4121e+08 6.4784e-01 1.7154e+08 8.2930e+07 1.2432e+00
2.7366e+09 5.0764e+08 3.9827e+08 5.1140e-01 1.3954e+08 1.2242e+07 1.0978e+00
2.1435e+09 1.4709e+09 7.7376e+08 1.1586e+00 3.9532e+07 1.0245e+07 7.4260e-01
1.4229e+09 4.3132e+08 6.1660e+08 1.0041e+00 6.6412e+07 9.3331e+07 9.1185e-01
5.7826e+09 3.3017e+08 1.1366e+09 1.6986e+00 3.1945e+08 7.3857e+07 1.5050e+00
2.4752e+09 7.3696e+08 1.0916e+09 1.6296e+00 7.5875e+07 4.9316e+07 8.9504e-01
1.6381e+09 8.2033e+08 7.1867e+08 1.2199e+00 6.6033e+07 5.7736e+07 7.9283e-01
1.0222e+09 6.9490e+08 2.5007e+08 2.9976e-01 4.9072e+07 1.1859e+07 6.4639e-01
2.9387e+09 1.0862e+09 1.1494e+09 1.4935e+00 3.6005e+07 7.3512e+06 8.0290e-01
4.0570e+09 1.1705e+08 4.8200e+08 6.8567e-01 4.1971e+08 6.5071e+07 1.8124e+00
1.0464e+09 2.1473e+09 5.2835e+08 6.5420e-01 4.8838e+07 1.1770e+07 4.8762e-01
1.4400e+09 3.7350e+08 2.7753e+08 3.1566e-01 9.4596e+07 2.5892e+07 1.1393e+00
1.4856e+09 4.2516e+08 4.3407e+08 5.0945e-01 5.8151e+07 2.9584e+07 9.7844e-01
1.9309e+09 1.2452e+09 8.0159e+08 1.2356e+00 3.1409e+07 4.3974e+06 8.1535e-01
1.5322e+09 2.4491e+08 3.9348e+08 5.7500e-01 1.1573e+08 6.7128e+07 1.0907e+00
3.4709e+09 5.6389e+08 9.2444e+08 1.1246e+00 2.0804e+08 1.0550e+08 1.2337e+00
2.8637e+09 5.9706e+08 1.1375e+09 2.0910e+00 2.1129e+08 1.1182e+08 9.5537e-01
2.0964e+09 1.4860e+09 7.5196e+08 8.3860e-01 8.5310e+07 1.0358e+07 7.7038e-01
1.0300e+09 9.2509e+08 8.7034e+08 2.1057e+00 9.4755e+07 9.8430e+07 4.5072e-01
1.6079e+09 1.9803e+09 1.0400e+09 1.7645e+00 3.0200e+07 1.2668e+07 5.8560e-01
4.3550e+09 7.4002e+08 1.1275e+09 1.7100e+00 7.6977e+08 7.9227e+07 9.3200e-01
1.8556e+09 2.9042e+08 4.6327e+08 5.9497e-01 1.2293e+08 4.5697e+07 1.0311e+00
1.0752e+09 1.9101e+09 4.9038e+08 4.5928e-01 2.8590e+07 5.2571e+06 5.2103e-01
3.4425e+09 6.8698e+08 1.2624e+09 2.1567e+00 1.2242e+08 9.0077e+07 1.0977e+00
2.0339e+09 2.2464e+09 5.0872e+08 4.8125e-01 4.8976e+07 8.1722e+05 6.0833e-01
1.5039e+09 8.9819e+08 5.9899e+08 1.1744e+00 7.8625e+07 4.0964e+07 7.8400e-01
1.6620e+09 1.1262e+09 6.0188e+08 8.6557e-01 3.5500e+07 5.1220e+06 8.0461e-01
1.8586e+09 9.0683e+08 8.2993e+08 1.4532e+00 1.7648e+08 4.6819e+07 7.5709e-01
1.1077e+09 1.8163e+09 6.7647e+08 8.3591e-01 1.2609e+07 8.7990e+06 5.4522e-01
1.9856e+09 1.4761e+09 7.6072e+08 1.0676e+00 5.6940e+07 3.8859e+07 1.0004e+00
1.9569e+09 3.0247e+08 4.4368e+08 6.0621e-01 8.7641e+07 7.0450e+07 1.2864e+00
2.4192e+09 5.3373e+08 4.9593e+08 5.3352e-01 7.0948e+07 1.1086e+07 1.1525e+00
1.7805e+09 3.3882e+08 5.4065e+08 6.5470e-01 6.4658e+07 5.8904e+07 1.3227e+00
4.2293e+09 7.4724e+08 8.6939e+08 9.2508e-01 5.5868e+07 7.2341e+06 1.1390e+00
3.4294e+09 8.3792e+08 1.2094e+09 1.8251e+00 1.9204e+08 7.7936e+07 1.0627e+00
1.6048e+09 1.2718e+09 7.0395e+08 1.0110e+00 5.5377e+07 2.5387e+07 7.6303e-01
2.1028e+09 7.8827e+08 8.3133e+08 1.1451e+00 6.5548e+07 2.8041e+07 1.0522e+00
4.2077e+09 1.0859e+09 1.7040e+09 2.6681e+00 1.4410e+08 4.4519e+07 1.0244e+00
1.0487e+09 1.5818e+09 4.6036e+08 5.6318e-01 8.0263e+06 1.5105e+06 4.7393e-01
2.2066e+09 1.6237e+09 1.1511e+09 1.5576e+00 2.4300e+07 1.1767e+07 7.8956e-01
2.1520e+09 1.4514e+09 1.0766e+09 1.5310e+00 9.0072e+07 2.7804e+07 7.7751e-01
1.2626e+09 2.0174e+09 6.9544e+08 8.7380e-01 2.3848e+07 1.2557e+07 6.5319e-01
2.8396e+09 2.1826e+08 3.6757e+08 5.1805e-01 1.8581e+08 5.8253e+07 1.4896e+00
2.0437e+09 4.2758e+08 4.8861e+08 6.9804e-01 1.1896e+08 3.6946e+07 1.1261e+00
1.8705e+09 1.6789e+09 7.6413e+08 9.6859e-01 6.6787e+07 5.5709e+06 6.5302e-01
1.5993e+09 1.1122e+09 5.5604e+08 6.7114e-01 4.4230e+07 4.0786e+06 6.9772e-01
3.0547e+09 5.7152e+08 8.4602e+08 1.1104e+00 2.8709e+08 7.6942e+07 1.1396e+00
1.8395e+09 2.0505e+09 7.4704e+08 8.2247e-01 3.0329e+07 1.4490e+07 7.2904e-01
2.3402e+09 3.7593e+08 4.2337e+08 4.9288e-01 8.7394e+07 3.7491e+06 1.2111e+00
2.7507e+09 9.0433e+08 8.5686e+08 9.6585e-01 5.3503e+07 1.7565e+07 1.1398e+00
1.8817e+09 8.4144e+08 6.7186e+08 9.2231e-01 4.0034e+07 4.7727e+06 6.6456e-01
3.8272e+09 1.0985e+09 8.9183e+08 1.0711e+00 1.0226e+08 8.1780e+06 9.4353e-01
3.1770e+09 1.1677e+09 1.3723e+09 1.9573e+00 1.2211e+08 6.4971e+07 9.4773e-01
3.1348e+09 7.2037e+08 9.2051e+08 1.1377e+00 9.3226e+07 2.6333e+07 9.4379e-01
3.1301e+09 4.4149e+08 5.7918e+08 5.5875e-01 1.1358e+08 1.5056e+07 1.2058e+00
2.6498e+09 6.6184e+08 7.9515e+08 1.1397e+00 1.6901e+08 3.2730e+07 9.4156e-01
2.8933e+09 5.8254e+08 6.7619e+08 8.1447e-01 6.2664e+07 8.1700e+06 1.0603e+00
1.5949e+09 3.9702e+08 4.8218e+08 6.3577e-01 5.5786e+07 5.9003e+07 1.0218e+00
1.1843e+09 3.7920e+08 3.2135e+08 3.6735e-01 3.1480e+07 1.5306e+07 8.9679e-01
2.6132e+09 2.0305e+09 9.6295e+08 1.1482e+00 7.3871e+07 1.2511e+07 8.0520e-01
1.1743e+09 9.2748e+08 3.8871e+08 3.0854e-01 1.5513e+07 3.7947e+06 7.5947e-01
3.3398e+09 1.2453e+09 1.1346e+09 1.4380e+00 1.3099e+08 3.7202e+07 1.0285e+00
2.6168e+09 7.6795e+08 9.5333e+08 1.2482e+00 1.1659e+08 4.9155e+07 9.8283e-01
3.2366e+09 5.5733e+08 7.4607e+08 8.5268e-01 3.2129e+07 7.1967e+06 1.0838e+00
2.9029e+09 6.4338e+08 3.2595e+08 2.1730e-01 5.5486e+07 5.9936e+06 1.2260e+00
4.9477e+09 1.2787e+08 6.6139e+08 1.0938e+00 4.5028e+08 1.2913e+08 1.8364e+00
2.0001e+09 3.6164e+08 4.1452e+08 5.8037e-01 2.0699e+08 3.5341e+07 9.5670e-01
3.2309e+09 4.5053e+08 5.6763e+08 7.0956e-01 1.4525e+08 2.3849e+07 1.2531e+00
4.8899e+09 1.1920e+09 1.6157e+09 1.8244e+00 1.0155e+08 2.3821e+07 1.1916e+00
1.1286e+09 4.0796e+08 2.8686e+08 3.9693e-01 5.8245e+07 5.8809e+07 8.7738e-01
2.6893e+09 3.0135e+09 1.2677e+09 1.4786e+00 7.4349e+07 2.6460e+07 7.7464e-01
2.0667e+09 9.4966e+08 5.9314e+08 7.9289e-01 9.2508e+07 7.2856e+06 8.2486e-01
2.6565e+09 5.2750e+08 3.9176e+08 4.2674e-01 6.9195e+07 8.8910e+06 9.6218e-01
1.2822e+09 1.2314e+09 5.5454e+08 7.1625e-01 3.6282e+07 4.2366e+06 6.2567e-01
4.9585e+09 1.5639e+08 6.5319e+08 9.8359e-01 4.7539e+08 1.2848e+08 1.6766e+00
2.7648e+09 1.6722e+09 9.9666e+08 1.1436e+00 7.4031e+07 1.7661e+07 8.1158e-01
2.4226e+09 1.0023e+09 6.9818e+08 9.0460e-01 6.5460e+07 4.0755e+06 7.9787e-01
3.2034e+09 2.8822e+08 4.7712e+08 6.2098e-01 1.5102e+08 6.1752e+07 1.4708e+00
1.9983e+09 4.4280e+08 7.9771e+08 1.4147e+00 1.4969e+08 6.7529e+07 7.8561e-01
2.1163e+09 1.2010e+09 5.4065e+08 5.4132e-01 1.0920e+08 3.0315e+07 7.6976e-01
2.1852e+09 2.6736e+08 4.4430e+08 5.0111e-01 7.7858e+07 3.0251e+07 9.8692e-01
6.9052e+09 2.0254e+08 8.8043e+08 1.4452e+00 6.6312e+08 1.1205e+08 1.7593e+00
8.4897e+09 7.4420e+07 3.7101e+08 3.7465e-01 2.1100e+08 4.3623e+07 2.7379e+00
3.4126e+09 5.7149e+08 9.7830e+08 1.5751e+00 1.6217e+08 4.3544e+07 1.1456e+00
2.7838e+09 6.7163e+08 9.0689e+08 1.0908e+00 5.8006e+07 1.6986e+07 1.0426e+00
2.1826e+09 8.9678e+08 9.0800e+08 1.3120e+00 1.3631e+08 2.0669e+07 8.2895e-01
1.8536e+09 3.9479e+08 5.8301e+08 9.6460e-01 8.6687e+07 4.1017e+07 9.9397e-01
4.0534e+09 4.7471e+08 7.7037e+08 1.0692e+00 1.8756e+08 2.3082e+07 1.3023e+00
1.9670e+09 9.8828e+08 6.3994e+08 9.1254e-01 1.3420e+08 3.6089e+07 9.9912e-01
3.0740e+09 4.1641e+08 8.9513e+08 1.5745e+00 1.7829e+08 7.7918e+07 1.1150e+00
1.8668e+09 2.8577e+08 4.7489e+08 7.8451e-01 1.4129e+08 6.8502e+07 8.8283e-01
1.4325e+09 1.2590e+09 5.8655e+08 7.3921e-01 2.3601e+07 9.4112e+06 7.1718e-01
3.0910e+09 3.8081e+08 9.5902e+08 1.4960e+00 1.9617e+08 8.1228e+07 1.2565e+00
2.5705e+09 4.9977e+08 5.6657e+08 8.4538e-01 1.3548e+08 7.7467e+07 1.2622e+00
2.9150e+09 1.1400e+09 9.2513e+08 1.0891e+00 1.2768e+08 2.6349e+07 9.0012e-01
1.4120e+09 3.1582e+08 3.9845e+08 5.3181e-01 7.9148e+07 5.9876e+07 1.1627e+00
1.8729e+09 3.4274e+09 8.7059e+08 9.7768e-01 2.4957e+07 3.5251e+06 4.7411e-01
1.1948e+09 1.2393e+09 3.3694e+08 4.2170e-01 3.9817e+07 2.1193e+06 6.2875e-01
1.2633e+09 2.6259e+09 6.4580e+08 7.9969e-01 3.4763e+07 1.1336e+07 5.4554e-01
2.3995e+09 2.0367e+09 1.1320e+09 1.3697e+00 5.0156e+07 1.6684e+07 7.9921e-01
1.9481e+09 7.9190e+08 4.9582e+08 4.8846e-01 8.3904e+07 3.1254e+07 9.1130e-01
3.6467e+09 8.7186e+08 8.5109e+08 9.2227e-01 8.0508e+07 1.0405e+07 1.0345e+00
4.3951e+09 1.5874e+09 1.3365e+09 1.3367e+00 6.6095e+07 1.3644e+07 1.1046e+00
3.1202e+09 2.1766e+09 1.1161e+09 1.1319e+00 7.1793e+07 8.2714e+06 9.0535e-01
2.7233e+09 1.8327e+09 1.4578e+09 2.0399e+00 3.5241e+07 9.7321e+06 7.1096e-01
1.6295e+09 2.0593e+09 4.6038e+08 4.4976e-01 5.0778e+07 2.7755e+06 8.4709e-01
2.4974e+09 9.5773e+08 7.9069e+08 9.3636e-01 1.1189e+08 5.1938e+07 9.3798e-01
1.8224e+09 9.2729e+08 6.6494e+08 8.5566e-01 2.1303e+07 4.2947e+06 7.9157e-01
4.4186e+09 2.4088e+08 9.1513e+08 1.6390e+00 5.6809e+08 1.4956e+08 1.4454e+00
3.9105e+09 1.1727e+09 1.4398e+09 1.7701e+00 1.1858e+08 3.6201e+07 1.1607e+00
1.0332e+09 1.6802e+09 3.8489e+08 3.4378e-01 2.4859e+07 2.2981e+06 6.2221e-01
1.9017e+09 4.9342e+08 5.9234e+08 8.5184e-01 1.0991e+08 6.4584e+07 9.6743e-01
3.6502e+09 6.4717e+08 1.1016e+09 1.1802e+00 8.7290e+07 1.8477e+07 1.0983e+00
1.7185e+09 1.7983e+09 9.7607e+08 1.3808e+00 2.5379e+07 7.5909e+06 5.7801e-01
1.8830e+09 2.7718e+09 8.2819e+08 2.6707e-01 6.4515e+07 8.8084e+06 5.2489e-01
4.1907e+09 7.1876e+08 6.0390e+08 6.5632e-01 8.6960e+07 2.6857e+06 1.1589e+00
1.8140e+09 5.3741e+08 3.8975e+08 4.4956e-01 7.7606e+07 3.5051e+07 9.9801e-01
3.5432e+09 1.8514e+09 1.3406e+09 1.2027e+00 7.6098e+07 1.3874e+07 9.8497e-01
1.6991e+09 3.9973e+08 4.3447e+08 4.9792e-01 3.9927e+07 6.8523e+06 8.9444e-01
1.7160e+09 1.0659e+09 7.8361e+08 1.1057e+00 6.0962e+07 2.6219e+07 9.3336e-01
4.1129e+09 2.3511e+08 7.5497e+08 8.4223e-01 2.3345e+08 6.0675e+07 1.7902e+00
1.4718e+09 1.9499e+09 5.4073e+08 4.3692e-01 1.3369e+07 1.2296e+06 5.1623e-01
1.5869e+09 1.1962e+09 9.1040e+08 1.4960e+00 4.8340e+07 4.0826e+07 7.5251e-01
1.6461e+09 6.3438e+08 4.9699e+08 6.7065e-01 4.1464e+07 2.5762e+07 8.6411e-01
2.1785e+09 7.5072e+08 5.7831e+08 9.0732e-01 1.1997e+08 3.3946e+07 1.0140e+00
1.2264e+09 2.7228e+09 6.0459e+08 6.3235e-01 3.7187e+07 3.6672e+06 5.0759e-01
2.2659e+09 2.3010e+09 1.1298e+09 1.4470e+00 3.6131e+07 3.1844e+07 7.6534e-01
2.9828e+09 1.5671e+09 1.2380e+09 1.3482e+00 9.7634e+06 3.1245e+06 7.9171e-01
1.8670e+09 5.3597e+08 4.1842e+08 6.2204e-01 1.1350e+08 5.9458e+07 9.3425e-01
1.7878e+09 7.7743e+08 4.5608e+08 5.6299e-01 8.1120e+07 5.5491e+06 8.1634e-01
3.5093e+09 1.3376e+09 1.0510e+09 1.1109e+00 5.2584e+07 1.3455e+07 1.1694e+00
2.7510e+09 1.0689e+09 1.0660e+09 1.4678e+00 1.0568e+08 1.6298e+07 9.3254e-01
4.5193e+09 1.0730e+09 1.0506e+09 9.9848e-01 1.1851e+08 6.5447e+06 1.2384e+00
1.7141e+09 7.8403e+08 3.8372e+08 5.1553e-01 1.5699e+07 8.5483e+05 7.5015e-01
3.5540e+09 1.1279e+09 1.1610e+09 1.2247e+00 9.2053e+07 1.2157e+07 9.3861e-01
1.7739e+09 6.4970e+08 5.0177e+08 5.3038e-01 1.9483e+07 2.7879e+06 8.1823e-01
1.1249e+09 7.3324e+08 4.5835e+08 6.1138e-01 1.1170e+07 9.3625e+06 8.6694e-01
3.2676e+09 9.2137e+08 1.2007e+09 1.8894e+00 1.1103e+08 5.3292e+07 1.0555e+00
3.3086e+09 1.8963e+09 1.1779e+09 1.2244e+00 3.4134e+07 5.9789e+06 8.8304e-01
1.1548e+09 1.3426e+09 5.5499e+08 9.5733e-01 2.4304e+07 3.3197e+07 6.3677e-01
2.4062e+09 7.8972e+08 6.8414e+08 8.8369e-01 5.0439e+07 4.6142e+06 8.7730e-01
2.1971e+09 4.4216e+08 5.8980e+08 7.1902e-01 1.1447e+08 4.0799e+07 1.0512e+00
2.2481e+09 6.2537e+08 6.0357e+08 6.5366e-01 9.8827e+07 2.6976e+07 1.0852e+00
1.0260e+09 7.1030e+08 3.8473e+08 6.1937e-01 2.8938e+07 3.9374e+07 7.9902e-01
3.5963e+09 5.3726e+08 9.4437e+08 1.8079e+00 1.4659e+08 1.3281e+08 1.3961e+00
4.2589e+09 4.2163e+08 7.6621e+08 1.0260e+00 1.7830e+08 2.3373e+07 1.4151e+00
6.8209e+09 4.1589e+08 9.2661e+08 1.4121e+00 3.9142e+08 5.1686e+07 1.5670e+00
3.9040e+09 4.5012e+09 1.8345e+09 8.1692e-01 4.7532e+07 5.4952e+06 7.9802e-01
2.1188e+09 7.3062e+08 6.9740e+08 1.0236e+00 1.5593e+08 2.6838e+07 8.2117e-01
2.0678e+09 2.6741e+08 5.3307e+08 8.5337e-01 9.2720e+07 1.0078e+08 1.2760e+00
1.2259e+09 1.6780e+09 5.1837e+08 5.8093e-01 5.4573e+07 2.3121e+07 5.7101e-01
2.4599e+09 2.7356e+08 6.0602e+08 7.8206e-01 1.4264e+08 4.8831e+07 1.2975e+00
2.6691e+09 6.0195e+08 6.7335e+08 8.4935e-01 1.7857e+08 2.3699e+07 1.0223e+00
2.1859e+09 1.5210e+08 5.2396e+08 7.6459e-01 1.1665e+08 5.6428e+07 1.2234e+00
1.8392e+09 9.0277e+08 4.4787e+08 5.3279e-01 4.8247e+07 3.7547e+07 1.2008e+00
1.4330e+09 1.3081e+09 7.8759e+08 1.1097e+00 1.8347e+07 1.3488e+07 5.8762e-01
6.0048e+09 2.6409e+08 6.5351e+08 1.2246e+00 7.9126e+08 1.5938e+08 1.6553e+00
1.8220e+09 2.9296e+08 4.2756e+08 5.3464e-01 1.3559e+08 4.3024e+07 1.2668e+00
4.3749e+09 1.2493e+09 1.9589e+09 2.7843e+00 1.6962e+08 5.4413e+07 9.9117e-01
3.3020e+09 5.2446e+08 5.6419e+08 7.7709e-01 5.4517e+07 1.0052e+07 1.2373e+00
3.0312e+09 1.6874e+08 4.5824e+08 8.6212e-01 2.1654e+08 1.0728e+08 1.5537e+00
1.8325e+09 3.3636e+08 4.7685e+08 7.3978e-01 1.3346e+08 6.7519e+07 1.1565e+00
2.2757e+09 1.3250e+09 6.4282e+08 9.2761e-01 4.1810e+07 1.0715e+07 9.1589e-01
2.4838e+09 5.0303e+08 9.6383e+08 1.6162e+00 2.4808e+08 6.5711e+07 1.0784e+00
1.8066e+09 1.2167e+09 6.4839e+08 1.0078e+00 6.2377e+07 4.5798e+07 8.4561e-01
2.7322e+09 7.9902e+08 7.6526e+08 1.2867e+00 8.1111e+07 1.1520e+07 9.2785e-01
1.3415e+09 1.0895e+09 4.8100e+08 7.1122e-01 4.5590e+07 4.5273e+06 5.3050e-01
1.1862e+09 1.2419e+09 4.7331e+08 5.4667e-01 6.5596e+07 2.4086e+07 8.1995e-01
3.5909e+09 5.6872e+08 7.3026e+08 9.1901e-01 1.0532e+08 1.6748e+07 1.2200e+00
