# LCO1-0  phi_lo_1sig  phi_hi_1sig  phi_lo_2sig  phi_hi_2sig    z=2.0-3.1
10.0 -3.99 -3.23 -4.36 -3.02 
10.1 -3.97 -3.22 -4.33 -3.02
10.2 -3.96 -3.21 -4.32 -3.01
10.3 -3.90 -3.18 -4.26 -2.99
10.4 -4.07 -3.24 -4.50 -3.03
10.5 -4.29 -3.30 -4.81 -3.08
10.6 -4.15 -3.26 -4.65 -3.05
10.7 -4.01 -3.21 -4.46 -3.01
10.8 -3.96 -3.19 -4.40 -3.00
10.9 -4.01 -3.20 -4.48 -3.01
