# LCO1-0_bin(lowhi)  Phi_lo  Phi_hi
9.5 10.0 -4.04 -2.21
9.6 10.1 -4.08 -2.69
9.7 10.2 -4.14 -2.95
9.8 10.3 -4.19 -3.12
9.9 10.4 -4.23 -3.24
10.0 10.5 -4.10 -3.32
10.1 10.6 -4.07 -3.41
10.2 10.7 -3.76 -3.37
10.3 10.8 -3.69 -3.39
10.4 10.9 -3.73 -3.45
10.5 11.0 -3.98 -3.60
10.6 11.1 -4.10 -3.70
10.7 11.2 -4.79 -4.11
10.8 11.3 -5.00 -4.25
10.9 11.4 -5.44 -4.41
11.0 11.5 -6.28 -4.45
